sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
2.4,2019,603,2103,673,False,False,,1518532204590000_5481664000.jpg
1.34.1,1082,970,1120,1007,False,False,,1518532204590000_5481664000.jpg
1.34.1,870,977,920,1017,False,False,,1518532204590000_5481664000.jpg
1.34.1,1326,966,1353,994,False,False,,1518532204590000_5481664000.jpg
6.10.1,722,781,794,819,False,False,,1518532204590000_5481664000.jpg
8.22.3,1735,931,1742,950,False,False,,1518532204590000_5481664000.jpg
4.2.3,1736,923,1742,929,False,False,,1518532204590000_5481664000.jpg
5.15.1,2008,861,2034,870,False,False,,1518532204590000_5481664000.jpg
1.34.1,2312,959,2322,970,False,False,,1518532204590000_5481664000.jpg
1.34.1,2349,993,2364,1007,False,False,,1518532205656000_5482731000.jpg
4.1.1,1378,856,1393,910,False,False,,1518532205656000_5482731000.jpg
1.34.1,899,995,956,1047,False,False,,1518532205656000_5482731000.jpg
1.34.1,480,997,573,1071,False,False,,1518532205656000_5482731000.jpg
1.34.1,1262,991,1301,1030,False,False,,1518532205656000_5482731000.jpg
6.10.1,591,788,670,827,False,False,,1518532205656000_5482731000.jpg
8.22.3,1676,960,1682,972,False,True,,1518532205656000_5482731000.jpg
4.2.3,1675,951,1683,958,False,False,,1518532205656000_5482731000.jpg
5.15.1,1977,890,1999,899,False,False,,1518532205656000_5482731000.jpg
3.1,2261,873,2278,900,False,False,,1518532205656000_5482731000.jpg
2.1,1369,781,1394,851,False,False,,1518532205656000_5482731000.jpg
1.34.1,2128,992,2141,1007,False,False,,1518532206590000_5483664000.jpg
3.1,2089,856,2109,885,False,False,,1518532206590000_5483664000.jpg
5.15.1,1703,886,1725,896,False,False,,1518532206590000_5483664000.jpg
2.1,1062,691,1097,792,False,False,,1518532206590000_5483664000.jpg
1.34.1,899,996,961,1055,False,False,,1518532206590000_5483664000.jpg
1.34.1,153,1009,273,1100,False,False,,1518532206590000_5483664000.jpg
6.9.1,199,773,294,821,False,False,,1518532206590000_5483664000.jpg
4.1.1,1077,799,1096,873,False,False,,1518532206590000_5483664000.jpg
1.34.1,1618,997,1632,1013,False,False,,1518532207656000_5484731000.jpg
3.1,1626,837,1650,873,False,False,,1518532207656000_5484731000.jpg
5.15.1,1155,887,1179,897,False,False,,1518532207656000_5484731000.jpg
4.1.1,64,610,85,767,False,False,,1518532207656000_5484731000.jpg
2.1,35,397,78,602,False,False,,1518532207656000_5484731000.jpg
3.1,950,807,981,853,False,False,,1518532208756000_5485830000.jpg
1.34.1,943,1010,958,1028,False,False,,1518532208756000_5485830000.jpg
5.15.1,425,884,452,896,False,False,,1518532208756000_5485830000.jpg
8.22.3,29,971,36,998,False,False,,1518532208756000_5485830000.jpg
4.2.3,27,957,38,969,False,False,,1518532208756000_5485830000.jpg
3.1,268,769,308,829,False,False,,1518532209589000_5486664000.jpg
1.34.1,347,1034,364,1056,False,False,,1518532209589000_5486664000.jpg
6.9.1,2208,488,2446,623,False,True,Сколково Заречье МКАД 0.6,1518532209589000_5486664000.jpg
3.1,2282,1041,2288,1050,False,False,,1518532209589000_5486664000.jpg
6.6,2096,1031,2104,1042,False,False,,1518532209589000_5486664000.jpg
6.6,1576,1012,1584,1024,False,False,,1518532210756000_5487830000.jpg
3.1,1751,1023,1759,1032,False,False,,1518532210756000_5487830000.jpg
6.9.1,1811,363,2132,525,False,True,Сколково Заречье МКАД 0.6,1518532210756000_5487830000.jpg
4.2.3,1924,1016,1934,1026,False,False,,1518532210756000_5487830000.jpg
8.22.3,1924,1030,1932,1054,False,False,,1518532210756000_5487830000.jpg
6.9.2,2045,907,2112,939,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532210756000_5487830000.jpg
5.23.1,2012,998,2044,1009,False,False,Заречье,1518532210756000_5487830000.jpg
,2003,945,2068,971,False,True,Внимание ! Сквозной проезд закрыт !,1518532210756000_5487830000.jpg
6.9.2,2026,977,2104,1024,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532210756000_5487830000.jpg
6.10.1,2009,972,2058,980,False,False,Кладбище,1518532210756000_5487830000.jpg
6.10.1,1726,982,1778,991,False,False,Кладбище,1518532211755000_5488830000.jpg
6.9.2,1777,912,1847,944,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532211755000_5488830000.jpg
8.22.3,1624,1043,1632,1070,False,False,,1518532211755000_5488830000.jpg
,1720,953,1781,980,False,True,Внимание ! Сквозной проезд закрыт !,1518532211755000_5488830000.jpg
6.9.2,1731,987,1807,1035,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532211755000_5488830000.jpg
4.2.3,1623,1029,1632,1039,False,False,,1518532211755000_5488830000.jpg
5.16,1376,1021,1382,1030,False,False,,1518532211755000_5488830000.jpg
3.1,1448,1036,1457,1048,False,False,,1518532211755000_5488830000.jpg
6.9.1,1599,197,2001,396,False,False,Сколково Заречье МКАД 0.6,1518532211755000_5488830000.jpg
5.23.1,1724,1009,1757,1019,False,False,Заречье,1518532211755000_5488830000.jpg
3.1,1360,1044,1369,1055,False,False,,1518532211755000_5488830000.jpg
6.6,1860,1029,1871,1039,False,True,,1518532211755000_5488830000.jpg
6.10.1,1977,981,1996,990,False,True,Заречье МКАД 0.3,1518532211755000_5488830000.jpg
5.5,1804,1019,1813,1029,False,False,,1518532212755000_5489830000.jpg
6.9.2,1677,977,1750,1025,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532212755000_5489830000.jpg
5.23.1,1676,997,1712,1008,False,False,Заречье,1518532212755000_5489830000.jpg
6.10.1,1684,967,1741,977,False,False,Кладбище,1518532212755000_5489830000.jpg
6.9.1,1668,1,2298,30,False,True,Сколково Заречье МКАД 0.6,1518532212755000_5489830000.jpg
,1676,937,1749,965,False,False,Внимание ! Сквозной проезд закрыт !,1518532212755000_5489830000.jpg
6.9.2,1753,886,1831,925,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532212755000_5489830000.jpg
8.22.3,1557,1034,1565,1062,False,False,,1518532212755000_5489830000.jpg
4.2.3,1556,1021,1566,1031,False,False,,1518532212755000_5489830000.jpg
5.16,1294,1015,1300,1024,False,False,,1518532212755000_5489830000.jpg
3.1,1372,1031,1381,1042,False,False,,1518532212755000_5489830000.jpg
6.10.1,1914,968,1931,976,False,True,Заречье МКАД 0.3,1518532212755000_5489830000.jpg
6.10.1,1914,963,1934,974,False,True,Заречье МКАД 0.3,1518532213722000_5490796000.jpg
6.6,1817,1017,1826,1028,False,False,,1518532213722000_5490796000.jpg
6.9.2,1692,970,1785,1026,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532213722000_5490796000.jpg
5.23.1,1701,995,1741,1006,False,False,Заречье,1518532213722000_5490796000.jpg
6.10.1,1718,960,1784,970,False,False,Кладбище,1518532213722000_5490796000.jpg
,1711,924,1792,957,False,False,Внимание ! Сквозной проезд закрыт !,1518532213722000_5490796000.jpg
6.9.2,1822,862,1914,904,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532213722000_5490796000.jpg
8.22.3,1554,1032,1564,1063,False,False,,1518532213722000_5490796000.jpg
4.2.3,1553,1018,1566,1031,False,False,,1518532213722000_5490796000.jpg
5.16,1273,1011,1279,1020,False,False,,1518532213722000_5490796000.jpg
3.1,1357,1029,1368,1041,False,False,,1518532213722000_5490796000.jpg
5.15.1,1904,989,1915,996,False,False,,1518532213722000_5490796000.jpg
5.23.1,1644,994,1690,1007,False,True,Заречье,1518532214555000_5491629000.jpg
6.9.2,1624,968,1725,1028,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532214555000_5491629000.jpg
6.10.1,1675,954,1746,967,False,False,Кладбище,1518532214555000_5491629000.jpg
,1666,915,1757,951,False,False,Внимание ! Сквозной проезд закрыт !,1518532214555000_5491629000.jpg
6.9.2,1824,834,1936,887,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532214555000_5491629000.jpg
4.2.3,1466,1019,1479,1032,False,False,,1518532214555000_5491629000.jpg
3.1,1256,1029,1267,1040,False,False,,1518532214555000_5491629000.jpg
6.10.1,1828,966,1848,976,False,True,Заречье МКАД 0.3,1518532214555000_5491629000.jpg
6.6,1742,1020,1754,1032,False,False,,1518532214555000_5491629000.jpg
8.22.3,1468,1035,1478,1065,False,False,,1518532214555000_5491629000.jpg
5.16,1167,1010,1173,1020,False,False,,1518532214555000_5491629000.jpg
5.15.1,1824,992,1834,1000,False,False,,1518532214555000_5491629000.jpg
3.1,1511,999,1518,1008,False,False,,1518532214555000_5491629000.jpg
6.6,1045,1018,1051,1031,False,True,,1518532214555000_5491629000.jpg
6.6,869,1010,882,1024,False,False,,1518532215588000_5492663000.jpg
5.15.1,1718,974,1728,982,False,False,,1518532215588000_5492663000.jpg
3.1,1383,985,1390,992,False,False,,1518532215588000_5492663000.jpg
5.23.1,1567,973,1617,989,False,False,Заречье,1518532215588000_5492663000.jpg
6.9.2,1529,942,1644,1014,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532215588000_5492663000.jpg
6.10.1,1617,922,1707,937,False,False,Кладбище,1518532215588000_5492663000.jpg
,1604,874,1719,919,False,False,Внимание ! Сквозной проезд закрыт !,1518532215588000_5492663000.jpg
6.9.2,1872,748,2020,820,False,False,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532215588000_5492663000.jpg
4.2.3,1346,1005,1359,1018,False,False,,1518532215588000_5492663000.jpg
3.1,1114,1019,1126,1031,False,False,,1518532215588000_5492663000.jpg
6.10.1,1716,947,1735,957,False,False,Заречье МКАД 0.3,1518532215588000_5492663000.jpg
6.6,1645,1003,1656,1016,False,True,,1518532215588000_5492663000.jpg
8.22.3,1348,1020,1358,1054,False,False,,1518532215588000_5492663000.jpg
5.16,1021,1000,1027,1008,False,False,,1518532215588000_5492663000.jpg
5.16,969,987,978,999,False,False,,1518532216688000_5493762000.jpg
6.6,779,1001,796,1018,False,False,,1518532216688000_5493762000.jpg
3.1,1359,975,1365,981,False,False,,1518532216688000_5493762000.jpg
8.22.3,1329,1012,1341,1052,False,False,,1518532216688000_5493762000.jpg
5.15.1,1727,960,1738,968,False,False,,1518532216688000_5493762000.jpg
5.23.1,1624,952,1693,971,False,False,Заречье,1518532216688000_5493762000.jpg
6.10.1,1717,932,1740,942,False,True,Заречье МКАД 0.3,1518532216688000_5493762000.jpg
6.9.2,1556,919,1693,1004,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532216688000_5493762000.jpg
6.10.1,1718,878,1840,899,False,False,Кладбище,1518532216688000_5493762000.jpg
,1703,814,1859,873,False,False,Внимание ! Сквозной проезд закрыт !,1518532216688000_5493762000.jpg
6.9.2,2314,527,2448,659,False,True,Инновационный центр “Сколково” Skolkovo Innovation Center,1518532216688000_5493762000.jpg
4.2.3,1327,996,1342,1009,False,False,,1518532216688000_5493762000.jpg
3.1,1063,1009,1077,1024,False,False,,1518532216688000_5493762000.jpg
5.16,917,972,926,984,False,False,,1518532217755000_5494829000.jpg
6.6,668,986,687,1006,False,False,,1518532217755000_5494829000.jpg
8.22.3,1317,1000,1330,1046,False,False,,1518532217755000_5494829000.jpg
6.9.2,1611,884,1786,992,False,True,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532217755000_5494829000.jpg
6.6,1596,972,1610,991,False,True,,1518532217755000_5494829000.jpg
5.23.1,1754,917,1854,943,False,False,Заречье,1518532217755000_5494829000.jpg
6.10.1,1988,784,2189,817,False,False,Кладбище,1518532217755000_5494829000.jpg
,1962,673,2219,777,False,False,Внимание ! Сквозной проезд закрыт !,1518532217755000_5494829000.jpg
3.1,1007,997,1024,1013,False,False,,1518532217755000_5494829000.jpg
4.2.3,1314,981,1332,998,False,False,,1518532217755000_5494829000.jpg
6.6,521,972,544,998,False,False,,1518532218788000_5495862000.jpg
5.16,863,963,872,977,False,False,,1518532218788000_5495862000.jpg
8.22.3,1310,995,1326,1049,False,False,,1518532218788000_5495862000.jpg
6.6,1657,960,1681,986,False,False,,1518532218788000_5495862000.jpg
6.9.2,1722,838,1959,984,False,False,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532218788000_5495862000.jpg
3.1,940,988,960,1009,False,False,,1518532218788000_5495862000.jpg
4.2.3,1307,972,1328,992,False,False,,1518532218788000_5495862000.jpg
5.23.1,2089,853,2255,902,False,False,Заречье,1518532218788000_5495862000.jpg
6.6,1715,935,1747,966,False,False,,1518532219888000_5496962000.jpg
6.9.2,1942,719,2330,958,False,False,Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management,1518532219888000_5496962000.jpg
5.16,736,942,747,959,False,False,,1518532219888000_5496962000.jpg
3.1,778,969,801,995,False,False,,1518532219888000_5496962000.jpg
6.6,205,943,236,974,False,False,,1518532219888000_5496962000.jpg
8.22.3,1250,979,1268,1048,False,False,,1518532219888000_5496962000.jpg
4.2.3,1246,948,1272,975,False,False,,1518532219888000_5496962000.jpg
5.5,1795,955,1819,980,False,False,,1518532219888000_5496962000.jpg
6.9.1,1720,889,1741,904,False,True,Заречье МКАД 0.3,1518532219888000_5496962000.jpg
5.16,1805,901,1816,917,False,False,,1518532219888000_5496962000.jpg
5.15.1,1770,920,1786,932,False,True,,1518532219888000_5496962000.jpg
6.10.1,1691,921,1728,942,False,True,,1518532219888000_5496962000.jpg
5.15.1,1647,886,1664,900,False,False,,1518532221054000_5498128000.jpg
5.16,1678,868,1691,884,False,False,,1518532221054000_5498128000.jpg
6.6,1737,870,1791,921,False,False,,1518532221054000_5498128000.jpg
5.16,429,899,442,919,False,False,,1518532221054000_5498128000.jpg
3.1,327,917,362,956,False,False,,1518532221054000_5498128000.jpg
8.22.3,1018,938,1044,1038,False,False,,1518532221054000_5498128000.jpg
4.2.3,1012,893,1050,934,False,False,,1518532221054000_5498128000.jpg
5.5,1769,924,1785,949,False,True,,1518532221054000_5498128000.jpg
6.9.1,1571,855,1603,871,False,False,Заречье МКАД 0.3,1518532221054000_5498128000.jpg
6.10.1,1525,895,1568,916,False,True,,1518532221054000_5498128000.jpg
5.5,1811,857,1858,903,False,False,,1518532222220000_5499295000.jpg
6.6,2153,660,2283,789,False,False,,1518532222220000_5499295000.jpg
5.16,47,894,64,917,False,False,,1518532222220000_5499295000.jpg
5.16,1572,832,1586,852,False,False,,1518532222220000_5499295000.jpg
5.15.1,1542,850,1564,868,False,False,,1518532222220000_5499295000.jpg
6.9.1,1437,824,1472,842,False,False,Заречье МКАД 0.3,1518532222220000_5499295000.jpg
8.22.3,595,895,648,1081,False,False,,1518532222220000_5499295000.jpg
4.2.3,583,816,654,887,False,False,,1518532222220000_5499295000.jpg
6.10.1,1376,876,1422,900,False,True,,1518532222220000_5499295000.jpg
5.5,2111,774,2200,862,False,False,,1518532223220000_5500295000.jpg
6.10.1,1279,899,1328,924,False,True,,1518532223220000_5500295000.jpg
5.16,1518,834,1533,856,False,False,,1518532223220000_5500295000.jpg
5.15.1,1488,851,1516,874,False,False,,1518532223220000_5500295000.jpg
6.9.1,1351,834,1392,854,False,False,Заречье МКАД 0.3,1518532223220000_5500295000.jpg
5.16,1559,860,1580,888,False,True,,1518532224354000_5501428000.jpg
5.15.1,1548,879,1571,905,False,True,,1518532224354000_5501428000.jpg
6.10.1,1260,947,1315,976,False,True,,1518532224354000_5501428000.jpg
6.9.1,1346,868,1394,893,False,False,Заречье МКАД 0.3,1518532224354000_5501428000.jpg
6.10.1,1349,949,1388,957,False,True,Заречье,1518532224354000_5501428000.jpg
6.10.1,1348,959,1362,967,False,True,Храм новомучеников и исповедников российских,1518532224354000_5501428000.jpg
6.16,1321,958,1335,963,False,False,,1518532224354000_5501428000.jpg
3.4,1332,918,1342,930,False,False,8т,1518532224354000_5501428000.jpg
8.2.6,1330,932,1344,937,False,False,50 м,1518532224354000_5501428000.jpg
8.2.2,1250,965,1254,972,False,False,70 м,1518532224354000_5501428000.jpg
3.27,1248,954,1255,962,False,False,,1518532224354000_5501428000.jpg
3.27,1095,970,1103,978,False,False,,1518532224354000_5501428000.jpg
8.2.2,1095,980,1102,991,False,False,70 м,1518532224354000_5501428000.jpg
3.10,1094,959,1103,968,False,False,,1518532224354000_5501428000.jpg
3.27,1096,1039,1105,1048,False,False,,1518532225287000_5502361000.jpg
3.27,1262,1023,1269,1031,False,False,,1518532225287000_5502361000.jpg
8.2.2,1097,1049,1103,1060,False,False,70 м,1518532225287000_5502361000.jpg
3.10,1096,1028,1105,1038,False,False,,1518532225287000_5502361000.jpg
8.2.2,1264,1034,1268,1044,False,False,70 м,1518532225287000_5502361000.jpg
8.2.6,1355,999,1370,1005,False,False,50 м,1518532225287000_5502361000.jpg
6.16,1343,1027,1358,1033,False,False,,1518532225287000_5502361000.jpg
6.10.1,1375,1018,1404,1027,False,True,Заречье,1518532225287000_5502361000.jpg
3.4,1356,984,1367,996,False,False,8т,1518532225287000_5502361000.jpg
6.10.1,1375,1029,1406,1039,False,True,Храм новомучеников и исповедников российских,1518532225287000_5502361000.jpg
5.16,1654,906,1679,921,False,True,,1518532225287000_5502361000.jpg
5.15.1,1642,925,1690,960,False,False,,1518532225287000_5502361000.jpg
6.10.1,1276,1017,1336,1046,False,True,,1518532225287000_5502361000.jpg
6.9.1,1377,923,1435,952,False,False,Заречье МКАД 0.3,1518532225287000_5502361000.jpg
3.24,1156,1032,1162,1039,False,False,40,1518532225287000_5502361000.jpg
3.4,1142,1032,1149,1039,False,False,8т,1518532225287000_5502361000.jpg
3.24,1152,1046,1159,1054,False,False,40,1518532226420000_5503494000.jpg
3.4,1138,1047,1144,1053,False,False,8т,1518532226420000_5503494000.jpg
8.2.6,1374,1009,1389,1016,False,False,50 м,1518532226420000_5503494000.jpg
